id,name,機構統一編號,資料來源系統代號,資料來源系統,原機構代碼,主類別,次類別,address,許可狀態
AWG00307667,臺北市私立建順老人長期照顧中心(養護型),17602049,C04,長照機構暨長照人員相關管理資訊系統,A10100133,T07,T0706,臺北市大同區延平里001鄰甘州街55號3樓,C01
AWG00307676,臺北市私立建興老人長期照顧中心(養護型),21719437,C04,長照機構暨長照人員相關管理資訊系統,A10100134,T07,T0706,臺北市大同區延平里001鄰甘州街55號2樓,C01
AWG00307685,臺北市私立晉安老人長期照顧中心(養護型),48977197,C04,長照機構暨長照人員相關管理資訊系統,A10100135,T07,T0706,臺北市大同區至聖里032鄰重慶北路3段175、177號1~4樓,C01
AWG00307694,臺北市私立祥寶尊榮老人長期照顧中心(養護型),42526978,C04,長照機構暨長照人員相關管理資訊系統,A10100136,T07,T0706,臺北市大同區建泰里19鄰太原路97巷4、6號,C01
AWG00307702,臺北市私立天恩老人長期照顧中心(養護型),18029824,C04,長照機構暨長照人員相關管理資訊系統,A10100137,T07,T0706,臺北市大安區龍門里008鄰新生南路3段7-4號、9-4號、9-5號,C01
AWG00307711,臺北市私立新常安老人長期照顧中心(養護型),42468822,C04,長照機構暨長照人員相關管理資訊系統,A10100139,T07,T0706,臺北市大安區黎孝里黎孝里006鄰安居街46巷14號1~3樓及芳和里013鄰和平東路3段228巷39號2樓,C01
AWG00307720,臺北市私立健全老人長期照顧中心(養護型),42451076,C04,長照機構暨長照人員相關管理資訊系統,A10100140,T07,T0706,臺北市大安區錦華里001鄰金山南路二段152號2-6樓,C01
AWG00307739,臺北市私立嘉恩老人長期照顧中心(養護型),42524747,C04,長照機構暨長照人員相關管理資訊系統,A10100141,T07,T0706,臺北市大安區黎孝里008鄰安居街27號4、6樓及29號4、5樓,C01
AWG00307748,臺北市私立康寧老人長期照顧中心(養護型),42310409,C04,長照機構暨長照人員相關管理資訊系統,A10100142,T07,T0706,臺北市大安區光信里20鄰仁愛路4段300巷20弄15號2樓、17號2樓,C01
AWG00307757,臺北市私立上上老人養護所,83853399,C04,長照機構暨長照人員相關管理資訊系統,A10100143,T07,T0706,臺北市大安區仁慈里009鄰復興南路1段279巷14、16號1樓,C01
AWG00307865,臺北市私立榮健老人長期照顧中心(養護型),76313755,C04,長照機構暨長照人員相關管理資訊系統,A10100144,T07,T0706,臺北市北投區文林北路94巷5弄13號1-2樓&15號2樓,C01
AWG00308017,臺北市私立吉祥老人長期照顧中心(養護型),25677752,C04,長照機構暨長照人員相關管理資訊系統,A10100145,T07,T0706,臺北市文山區木柵里木柵路3段85巷8弄4號2樓,C01
AWG00308026,臺北市私立聖心老人養護所,17595096,C04,長照機構暨長照人員相關管理資訊系統,A10100146,T07,T0706,臺北市北投區稻香路321號,C01
AWG00308035,臺北市私立湖濱老人長期照顧中心(養護型),17609090,C04,長照機構暨長照人員相關管理資訊系統,A10100147,T07,T0706,臺北市內湖區湖濱里內湖路2段179巷58號60號1樓,C01
AWG00308062,臺北市私立瑞安老人長期照顧中心(養護型),42321481,C04,長照機構暨長照人員相關管理資訊系統,A10100149,T07,T0706,臺北市內湖區紫陽里成功路三段88、90、92號2樓、76巷9號2樓,C01
AWG00308107,臺北市私立心慈老人養護所,98753778,C04,長照機構暨長照人員相關管理資訊系統,A10100150,T07,T0706,臺北市文山區辛亥路5段120-1號,C01
AWG00308116,臺北市私立祥家老人養護所,83863875,C04,長照機構暨長照人員相關管理資訊系統,A10100151,T07,T0706,臺北市內湖區湖濱里內湖路2段253巷1弄1、3號1-2樓,C01
AWG00308125,臺北市私立全泰老人長期照顧中心(養護型),72958516,C04,長照機構暨長照人員相關管理資訊系統,A10100152,T07,T0706,臺北市北投區永和里007鄰行義路105號,C01
AWG00308134,臺北市私立全寶老人長期照顧中心(養護型),17152487,C04,長照機構暨長照人員相關管理資訊系統,A10100153,T07,T0706,臺北市北投區永欣里013石牌路二段315巷2號-2之一號1樓,C01
AWG00308143,臺北市私立上美老人長期照顧中心(養護型),72937750,C04,長照機構暨長照人員相關管理資訊系統,A10100154,T07,T0706,臺北市士林區重慶北路四段162號,C01
AWG00308918,臺北市兆如老人安養護中心,1000909,C04,長照機構暨長照人員相關管理資訊系統,A10100161,T07,T0706,臺北市文山區政大二街129號,C01
AWG00309368,財團法人臺北市私立愛愛院,3772402,C04,長照機構暨長照人員相關管理資訊系統,A10100162,T07,T0706,臺北市萬華區大理街175巷27號,C01
AWG00309421,臺北市私立精英國際老人長期照顧中心(養護型),88106339,C04,長照機構暨長照人員相關管理資訊系統,A10100163,T07,T0706,臺北市北投區關渡里關渡路60、62號1樓之1,C01
AWG00309845,臺北市私立葉爸爸老人長期照顧中心(養護型),42522564,C04,長照機構暨長照人員相關管理資訊系統,A10100008,T07,T0706,臺北市萬華區西園路二段243之14號,C01
AWG00309854,臺北市私立台大老人長期照顧中心(養護型),18487074,C04,長照機構暨長照人員相關管理資訊系統,A10100009,T07,T0706,臺北市松山區敦化里敦化南路一段7號,C01
AWG00309863,臺北市私立群英老人長期照顧中心(養護型),29218365,C04,長照機構暨長照人員相關管理資訊系統,A10100010,T07,T0706,臺北市松山區敦化里敦化南路一段7號4樓,C01
AWG00309872,臺北市私立中山老人長期照顧中心(養護型),42441964,C04,長照機構暨長照人員相關管理資訊系統,A10100011,T07,T0706,臺北市萬華區菜園里峨眉街124號1樓,C01
AWG00309890,臺北市私立敦煌老人長期照顧中心(養護型),88395865,C04,長照機構暨長照人員相關管理資訊系統,A10100012,T07,T0706,臺北市大同區重慶里敦煌路80巷3號,C01
AWG00309908,臺北市私立倚青園老人長期照顧中心(養護型),959826,C04,長照機構暨長照人員相關管理資訊系統,A10100013,T07,T0706,臺北市北投區永明里義理街63巷4弄7、11之1~3號1樓,C01
AWG00309917,臺北市私立豪門老人長期照顧中心(養護型),42461378,C04,長照機構暨長照人員相關管理資訊系統,A10100014,T07,T0706,臺北市北投區北投大業路452巷2號6-9F,C01
AWG00309926,臺北市私立貴族老人長期照顧中心(養護型),31933323,C04,長照機構暨長照人員相關管理資訊系統,A10100015,T07,T0706,臺北市北投區北投大業路452巷2號2-5f,C01
AWG00309935,臺北市私立康壯老人長期照顧中心(養護型),38548232,C04,長照機構暨長照人員相關管理資訊系統,A10100016,T07,T0706,臺北市松山區吉祥里八德路四段203號.205號,C01
AWG00309944,臺北市私立晨欣老人長期照顧中心(養護型),88122470,C04,長照機構暨長照人員相關管理資訊系統,A10100017,T07,T0706,臺北市中山區中山北路2段96巷19號3樓,C01
AWG00309953,臺北市私立葉媽媽老人長期照顧中心(養護型),42522543,C04,長照機構暨長照人員相關管理資訊系統,A10100018,T07,T0706,臺北市萬華區西園路二段243之43號,C01
AWG00309962,臺北市私立高德老人長期照顧中心(養護型),72966255,C04,長照機構暨長照人員相關管理資訊系統,A10100019,T07,T0706,臺北市北投區清江里磺港路156號,C01
AWG00309980,臺北市文山老人養護中心,42385793,C04,長照機構暨長照人員相關管理資訊系統,A10100032,T07,T0706,臺北市文山區興豐里興隆路二段95巷8號,C01
AWG00313372,臺北市私立龍江老人長期照顧中心(養護型),17141855,C04,長照機構暨長照人員相關管理資訊系統,A10100051,T07,T0706,臺北市中山區力行里長安東路1段63號4樓,C01
AWH00309970,財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟失智老人養護中心附設日間照顧,18495927,C04,長照機構暨長照人員相關管理資訊系統,A10100031,T07,T0707,臺北市萬華區保德里德昌街125巷11號,C04
AWJ00004796,臺北市政府社會局委託天主教耕莘醫療財團法人永和耕莘醫院經營管理臺北市朱崙老人公寓,48698884,C01,無來源系統,,T07,T0708,臺北市中山區龍江路15號4-7樓,C04
AWJ00304586,臺北市政府社會局老人自費安養中心,3726800,C04,長照機構暨長照人員相關管理資訊系統,A10100081,T07,T0708,臺北市文山區忠順里009鄰興隆路4段109巷30弄6號,C01
AWJ00304810,臺北市立浩然敬老院,955547,C01、C04,無來源系統、長照機構暨長照人員相關管理資訊系統,A10100113,T07,T0708,臺北市北投區關渡里016鄰知行路75號,C01
AWJ00304810,臺北市立浩然敬老院,955547,C01、C04,無來源系統、長照機構暨長照人員相關管理資訊系統,A10100113,T07,T0708,臺北市北投區關渡里016鄰知行路75號,C01
AWK00037582,臺北市政府社會局委託財團法人育成社會福利基金會經營管理臺北市永明發展中心,8628053,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市北投區石牌路2段115號4-6樓,C04
AWK00037690,臺北市政府社會局委託財團法人育成社會福利基金會經營管理臺北市城中發展中心,8628053,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市中正區汀州路二段172號,C04
AWK00037717,臺北市政府社會局委託財團法人第一社會福利基金會經營管理臺北市博愛發展中心,4170054,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市中山區敬業三路160號,C04
AWK00038167,臺北市政府社會局委託財團法人第一社會福利基金會經營管理臺北市恆愛發展中心,4170054,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市信義區松隆路36號6、7號,C04
AWK00038293,財團法人第一社會福利基金會附設臺北市私立第一兒童發展中心,4170054,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市信義區信義路五段150巷316號1、2樓,C04
AWK00038329,財團法人育成社會福利基金會附設臺北市私立育成裕民發展中心,8628053,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市北投區裕民一路41巷2弄18號1樓,C04
AWK00039021,財團法人天主教光仁社會福利基金會附設臺北市私立育仁兒童發展中心,13539242,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市萬華區萬大路387巷15號,C04
AWK00039049,臺北市政府社會局委託財團法人心路社會福利基金會經營管理臺北市萬芳發展中心,968326,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市文山區萬美街一段55號2樓,C04
AWK00039058,台北市博愛發展中心,4170054,C14、C08,台北市社福2.0、全國身心障礙福利資訊整合平台,,T07,T0709,臺北市內湖區江南街71巷60號1樓,C06
AWK00039058,台北市博愛發展中心,4170054,C14、C08,台北市社福2.0、全國身心障礙福利資訊整合平台,,T07,T0709,臺北市內湖區江南街71巷60號1樓,C06
AWK00039139,財團法人中華民國婦聯聽覺健康社會福利基金會附設台北市私立至德聽語中心,97976337,C06、C08,發展遲緩兒童通報暨個案管理整合系統、全國身心障礙福利資訊整合平台,,T07,T0709,臺北市中正區中華路1段77號3樓,C04
AWK00039139,財團法人中華民國婦聯聽覺健康社會福利基金會附設台北市私立至德聽語中心,97976337,C06、C08,發展遲緩兒童通報暨個案管理整合系統、全國身心障礙福利資訊整合平台,,T07,T0709,臺北市中正區中華路1段77號3樓,C04
AWK00039300,財團法人伊甸社會福利基金會附設臺北市私立婦幼家園,18492479,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市內湖區民權東路六段180巷42弄6號1樓,C04
AWK00039364,臺北市龍山啟能中心,13539242,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市萬華區梧州街36號4樓,C06
AWK00039544,財團法人心路社會福利基金會附設臺北市私立心路兒童發展中心,968326,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市中山區復興北路232號1樓,C04
AWK00039607,財團法人天主教光仁社會福利基金會附設臺北市私立育仁啟能中心,13539242,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市萬華區柳州街41號4樓,C04
AWK00039652,臺北市政府社會局委託財團法人台北市自閉兒社會福利基金會經營管理臺北市慈祐發展中心,38648513,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市松山區八德路四段688號3、4樓,C04
AWK00039733,財團法人台北市私立自立社區學園,18031477,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市士林區德行西路93巷7號B1-1,C04
AWK00039742,財團法人陽光社會福利基金會附設臺北市私立陽光重建中心,31910692,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市中山區南京東路3段91號3樓,C04
AWK00039751,臺北市政府社會局委託財團法人伊甸社會福利基金會經營管理臺北市萬芳啟能中心,73980353,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市文山區萬美街一段51號1樓,C04
AWK00040146,臺北市政府社會局委託財團法人天主教光仁社會福利基金會經營管理臺北市南海發展中心,13539242,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市中正區延平南路207號一樓/二樓,C04
AWK00040290,臺北市政府社會局委託社團法人中華民國腦性麻痺協會經營管理臺北市大同發展中心,77126822,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市大同區昌吉街52號6~7樓,C04
AWK00345544,財團法人喜憨兒社會福利基金會喜憨兒古亭工坊,92070381,C08,全國身心障礙福利資訊整合平台,,T07,T0709,臺北市中正區頂東里11鄰羅斯福路2段150號2樓,C04
AWL00037563,臺北市私立育成和平發展中心,26206512,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市大安區臥龍街280號,C08
AWL00037563,臺北市私立育成和平發展中心,26206512,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市大安區臥龍街280號,C08
AWL00037905,財團法人第一社會福利基金會附設臺北市私立永愛發展中心,4170054,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市信義區信義路5段150巷316號3-6樓,C04
AWL00038094,臺北市鵬程啟能中心,26263816,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市松山區健康路399號6樓,C06
AWL00038102,臺北市政府社會局委託社團法人台北市智障者家長協會經營管理臺北市弘愛服務中心,77121050,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市中正區濟南路二段46號4樓,C04
AWL00038175,臺北市政府社會局委託中華民國腦性麻痺協會經營管理臺北市三玉啟能中心,77126822,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市士林區忠誠路二段53巷7號3、4、7樓,C04
AWL00038300,台北市私立象山團體家園,4170054,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市信義區信義路5段150巷316號4樓,C08
AWL00038607,臺北市政府社會局委託財團法人伊甸社會福利基金會經營管理臺北市大龍養護中心,31970749,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市大同區民族西路105號1-3樓,C04
AWL00038715,臺北市立陽明教養院,31008528,C01、C08、C14,無來源系統、全國身心障礙福利資訊整合平台、台北市社福2.0,,T07,T0710,臺北市士林區凱旋路61巷4弄9號,C04
AWL00038715,臺北市立陽明教養院,31008528,C01、C08、C14,無來源系統、全國身心障礙福利資訊整合平台、台北市社福2.0,,T07,T0710,臺北市士林區凱旋路61巷4弄9號,C04
AWL00038715,臺北市立陽明教養院,31008528,C01、C08、C14,無來源系統、全國身心障礙福利資訊整合平台、台北市社福2.0,,T07,T0710,臺北市士林區凱旋路61巷4弄9號,C04
AWL00038715,臺北市立陽明教養院,31008528,C01、C08、C14,無來源系統、全國身心障礙福利資訊整合平台、台北市社福2.0,,T07,T0710,臺北市士林區凱旋路61巷4弄9號,C04
AWL00038913,財團法人天主教白永恩神父社會福利基金會附設臺北市私立聖安娜之家,18493218,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市士林區中山北路7段181巷1號,C04
AWL00038968,財團法人創世社會福利基金會附設台北市私立創世清寒植物人安養院,969129,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市中正區北平東路28號2樓,C04
AWL00038986,臺北市私立楓橋團體家庭,4170054,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市信義區信義路5段150巷316號3樓,C08
AWL00039039,臺北市政府社會局委託財團法人育成社會福利基金會經營管理臺北市健軍團體家庭,8628053,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市中正區汀州路三段60巷2弄2、4、6號1樓,C04
AWL00039156,財團法人台北市樹仁社會福利基金會附設台北市私立彩虹村家園,73918979,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市北投區泉源路華南巷18號1樓及20號1-2樓,C04
AWL00039273,臺北市立陽明教養院委託財團法人天主教耕莘醫療財團法人永和耕莘醫院經營管理臺北市永福之家,38646178,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市士林區莊頂路2號,C04
AWL00039336,財團法人台北市私立陽明養護中心,99350324,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市北投區公館路209巷18號,C04
AWL00039381,臺北市政府社會局委託財團法人第一社會福利基金會經營管理臺北市三興團體家庭,4170054,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市信義區吳興街156巷6號3樓,C04
AWL00039444,財團法人心路社會福利基金會附設臺北市私立心路社區家園,968326,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市文山區福興路63巷4弄29號,C04
AWL00039525,台北市一壽養護中心,25602887,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市文山區一壽街22號3樓,C08
AWL00039561,臺北市政府社會局委託財團法人心路社會福利基金會經營管理臺北市金龍發展中心,968326,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市內湖區金龍路136-1號,C04
AWL00039660,財團法人創世社會福利基金會附設台北市私立文山創世清寒植物人安養院,969129,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市文山區萬和街8號5樓,C04
AWL00039723,臺北市政府社會局委託財團法人育成社會福利基金會經營管理臺北市南港養護中心,8628053,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市南港區松河街550號1樓,C04
AWL00039769,財團法人臺北市私立義光育幼院附設世美家園,38547120,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市文山區萬芳路51號,C05
AWL00039976,臺北市政府社會局委託財團法人育成社會福利基金會經營管理臺北市東明扶愛家園,8628053,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市南港區南港路二段38巷8弄1號,C04
AWL00040064,臺北市政府社會局委託財團法人伊甸社會福利基金會經營管理臺北市興隆照顧中心,75980982,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市文山區興隆路四段105巷45號2樓,C04
AWL00040109,臺北市政府社會局委託財團法人喜憨兒社會福利基金會委託經營管理臺北市興隆團體家庭,92070381,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市文山區木柵路二段138巷33號3樓,C04
AWL00040127,臺北市政府社會局委託社團法人臺北市康復之友協會經營管理臺北市一壽照顧中心,21002905,C08,全國身心障礙福利資訊整合平台,,T07,T0710,臺北市文山區一壽街22號3、4樓,C04
AWM00038741,財團法人伊甸社會福利基金會附設臺北市私立八德服務中心,76946772,C08,全國身心障礙福利資訊整合平台,,T07,T0711,臺北市松山區八德路三段155巷4弄35號,C04
AWM00039416,財團法人伊甸社會福利基金會附設臺北市私立活泉之家,29200843,C08,全國身心障礙福利資訊整合平台,,T07,T0711,臺北市文山區萬美街一段55號3樓,C04
AWM00040072,臺北市私立勝利身心障礙潛能發展,17608135,C08,全國身心障礙福利資訊整合平台,,T07,T0711,臺北市大安區建國南路1段336號2樓,C05
AWM00345803,社團法人台北市脊髓損傷者協會,92016726,C08,全國身心障礙福利資訊整合平台,,T07,T0711,臺北市大同區重慶北路三段347號3樓之2,C04
BAA00003409,臺中市政府衛生局,55507404,C01,無來源系統,,T01,T0101,臺中市豐原區中興路136號,C04
BAA00003850,臺中市政府教育局,10927401,C01,無來源系統,,T01,T0101,臺中市豐原區陽明街36號,C04
BAA00005849,臺中市政府社會局,10927325,C01,無來源系統,,T01,T0101,臺中市西屯區臺灣大道三段99號,C04
BAB00001112,臺中市家庭暴力及性侵害防治中心,9261666,C01,無來源系統,,T01,T0102,臺中市豐原區陽明街36號3樓,C04
BAB00347308,臺中市家庭暴力及性侵害防治中心,9261666,C01,無來源系統,,T01,T0102,臺中市豐原區陽明街36號3樓,C04
BAC00006323,北區家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市北區民權路400號4樓,C04
BAC00006332,北屯家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市北屯區旱溪西路3段260號3樓,C04
BAC00006341,西區家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市西區五權五街285號2樓,C04
BAC00006350,沙鹿家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市沙鹿區福幼街8號3樓,C04
BAC00006369,太平家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市太平區興隆路1段91號4樓,C04
BAC00006378,豐原家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市豐原區陽明街36號3樓,C04
BAC00006387,大甲家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市大甲區水源路169號2樓,C04
BAC00006396,石岡家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市石岡區豐勢路134號2樓,C04
BAC00006404,大里家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市大里區甲興路100號4樓,C04
BAC00006413,大雅家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市大雅區雅環路2段301號3樓,C04
BAC00006422,西屯家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市西屯區市政北二路386號6樓,C04
BAC00006431,東區家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市東區台中路99號,C04
BAC00006440,南屯家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市南屯區南屯路2段407號5樓,C04
BAC00006459,烏日家庭福利服務中心,,C01,無來源系統,,T01,T0103,臺中市烏日區長樂街141號3樓,C04
BAE00005593,臺中市豐原區社區心理衛生中心,55507404,C01,無來源系統,,T01,T0105,臺中市豐原區瑞安街143號,C04
BAE00005601,臺中市西屯區社區心理衛生中心,55507404,C01,無來源系統,,T01,T0105,臺中市西屯區西屯路二段299號,C04
BAE00005610,臺中市東區社區心理衛生中心,55507404,C01,無來源系統,,T01,T0105,臺中市東區信義街142號,C04
BAF00005367,臺中市政府毒品危害防制中心,55507404,C01,無來源系統,,T01,T0106,臺中市豐原區中興路136號,C04
BAZ00001398,教育部學生輔導諮商中心,57302906,C01,無來源系統,,T01,T0199,臺中市霧峰區中正路738之4號,C04
BAZ00004485,臺中市少年輔導委員會,10928020,C01,無來源系統,,T01,T0199,臺中市南屯區干城街2號,C04
BBA00000654,中國醫藥大學,52005408,C01,無來源系統,,T02,T0201,臺中市北屯區經貿路一段100號,C04
BBA00000816,東海大學,52004800,C01,無來源系統,,T02,T0201,臺中市西屯區臺灣大道四段1727號,C04
BBA00000906,靜宜大學,52024708,C01,無來源系統,,T02,T0201,臺中市沙鹿區臺灣大道七段200號,C04
BBA00001004,國立中興大學學務處健康及諮商中心,52024101,C01,無來源系統,,T02,T0201,臺中市南區興大路145號惠蓀堂4樓,C04
BBA00001004,國立中興大學學務處健康及諮商中心,52024101,C01,無來源系統,,T02,T0201,臺中市南區興大路145號惠蓀堂4樓,C04
BBA00001103,國立臺中科技大學,52010606,C01,無來源系統,,T02,T0201,臺中市北區三民路三段129號,C04
BBA00001167,嶺東科技大學,52753579,C01,無來源系統,,T02,T0201,臺中市南屯區嶺東路1號,C04
BBA00001707,朝陽科技大學,78951384,C01,無來源系統,,T02,T0201,臺中市霧峰區臺中市霧峰區吉峰東路168號,C04
BBA00001905,僑光科技大學,52007004,C01,無來源系統,,T02,T0201,臺中市西屯區僑光路100號,C04
BBA00002922,中臺科技大學,52006808,C01,無來源系統,,T02,T0201,臺中市北屯區廍子路666號,C04
BBA00003084,修平學校財團法人修平科技大學,52006700,C01,無來源系統,,T02,T0201,臺中市大里區工業路11號,C04
BBA00004777,國立勤益科技大學,57301337,C01,無來源系統,,T02,T0201,臺中市太平區中山路二段57號,C04
BBB00000563,臺中市烏日婦女及新住民培力中心,52024708,C01,無來源系統,,T02,T0202,臺中市烏日區三榮路一段127號3樓,C04
BBB00002174,財團法人亞洲大學,17713214,C01,無來源系統,,T02,T0202,臺中市霧峰區柳豐路500號,C04
BBB00003768,弘光科技大學,56503102,C01,無來源系統,,T02,T0202,臺中市沙鹿區臺灣大道六段1018號,C04
BBB00003948,臺中市私立惠明盲校,5765074,C01,無來源系統,,T02,T0202,臺中市大雅區雅潭路四段336號,C04
BBB00004136,臺中市立啟明學校,55508115,C01,無來源系統,,T02,T0202,臺中市后里區三豐路三段936號,C04
BBB00005144,臺中市立臺中特殊教育學校,20395255,C01,無來源系統,,T02,T0202,臺中市南屯區公益路二段296號,C04
BCA00002020,法務部矯正署臺中監獄,52020604,C01,無來源系統,,T03,T0301,臺中市南屯區培德路9號,C04
BCA00003074,法務部矯正署臺中女子監獄,74867442,C01,無來源系統,,T03,T0301,臺中市南屯區培德路9-3號,C04
BCC00002604,法務部矯正署臺中戒治所,19303709,C01,無來源系統,,T03,T0303,臺中市南屯區培德路3號,C04
BDA00000508,亞洲大學附屬醫院,47456418,C01,無來源系統,1303180011,T04,T0401,臺中市霧峰區福新路222號,C04
BDA00000599,長安醫院,39055903,C01,無來源系統,1503190020,T04,T0401,臺中市太平區永平路一段9號,C04
BDA00001327,中山醫學大學附設醫院,52004750,C01,無來源系統,,T04,T0401,臺中市南區建國北路一段110號,C04
BDA00001354,中山醫學大學附設醫院中興分院,25352847,C01,無來源系統,,T04,T0401,臺中市南區復興路二段11號,C04
BDA00001516,澄清綜合醫院,52144507,C01,無來源系統,,T04,T0401,臺中市中區平等街139號,C04
BDA00001840,醫療財團法人正德癌症醫療基金會佛教正德醫院,87013039,C01,無來源系統,1103280012,T04,T0401,臺中市南屯區南屯區文心南五路三段100號,C04
BDA00001958,澄清綜合醫院中港分院,52144507,C01,無來源系統,1517061032,T04,T0401,臺中市西屯區台灣大道四段966號,C04
BDA00002100,林新醫療社團法人烏日林新醫院,72310497,C01,無來源系統,,T04,T0401,臺中市烏日區榮和路168號,C04
BDA00002137,霧峰澄清醫院,97500635,C01,無來源系統,,T04,T0401,臺中市大里區成功路55號,C04
BDA00002218,佛教慈濟醫療財團法人台中慈濟醫療醫院,45382432,C01,無來源系統,,T04,T0401,臺中市潭子區豐興路一段66、88號,C04
BDA00002696,台新醫院,52698041,C01,無來源系統,1517020040,T04,T0401,臺中市東區振興路439-3號,C04
BDA00003019,澄清復健醫院,10939666,C01,無來源系統,,T04,T0401,臺中市西屯區敬德街8-1號,C04
BDA00003037,童綜合醫療社團法人童綜合醫院,45485578,C01,無來源系統,936060016,T04,T0401,臺中市梧棲區臺灣大道八段699號,C04
BDA00003136,新太平澄清醫院,72482505,C01,無來源系統,,T04,T0401,臺中市太平區中興路100號,C04
BDA00003226,明德醫院,56686329,C01,無來源系統,1536060037,T04,T0401,臺中市梧棲區仁美街33巷50號,C04
BDA00003299,清濱醫院,45446490,C01,無來源系統,,T04,T0401,臺中市清水區港埠路四段195號,C04
BDA00003343,衛生福利部豐原醫院,55961585,C01,無來源系統,136010010,T04,T0401,臺中市豐原區安康路100號,C04
BDA00003389,國軍臺中總醫院民眾診療服務處,52292226,C01,無來源系統,,T04,T0401,臺中市太平區中山路二段348號,C04
BDA00003505,仁愛醫療財團法人大里仁愛醫院,77972946,C01,無來源系統,,T04,T0401,臺中市大里區東榮路483號,C04
BDA00003631,中國醫藥大學附設醫院,52600770,C01,無來源系統,1317050017,T04,T0401,臺中市北區育德路2號,C04
BDA00003659,中國醫藥大學兒童醫院,38959305,C01,無來源系統,1303260014,T04,T0401,臺中市北區育德路2號,C04
BDA00003802,宏恩醫院龍安分院,99366613,C01,無來源系統,1503250012,T04,T0401,臺中市南區德富路145巷2號,C04
BDA00004153,國軍臺中總醫院中清分院,52298191,C01,無來源系統,517050010,T04,T0401,臺中市北區忠明路500號,C04
BDA00004513,衛生福利部臺中醫院,52021202,C01,無來源系統,117030010,T04,T0401,臺中市西區三民路一段199號,C04
BDA00004630,陽光精神科醫院,13544131,C01,無來源系統,,T04,T0401,臺中市清水區大楊南街98號,C04
BDA00005170,維新醫療社團法人台中維新醫院,25331962,C01,無來源系統,,T04,T0401,臺中市北區育德路185、187號,C04
BDB00346649,安康診所,13531494,C12,失智照護管理系統,,T04,T0402,臺中市和平區南勢里東關路三段151-9,C04
